Year,Team,KenPomRank,AdjEM,AdjO,AdjD,AdjT,Luck,SOS,NCSOS
2018,FIU,235,-6.1826,98.312,104.495,68.9895,0.0,0.0,0.0
2018,Florida,23,18.7137,115.14,96.4262,66.7986,0.0,0.0,0.0
2018,Florida A&M,341,-21.13,95.921,117.051,67.035,0.0,0.0,0.0
2018,Florida Atlantic,242,-7.00379,95.8007,102.805,69.2321,0.0,0.0,0.0
2018,Florida Gulf Coast,132,3.41726,108.292,104.875,71.2364,0.0,0.0,0.0
2018,Florida St.,35,15.8239,115.822,99.9984,71.6051,0.0,0.0,0.0
2018,Fordham,292,-11.6247,94.7467,106.371,65.9279,0.0,0.0,0.0
2018,Fort Wayne,156,1.16871,107.616,106.447,72.5983,0.0,0.0,0.0
2018,Fresno St.,79,10.1991,110.083,99.8844,66.5742,0.0,0.0,0.0
2018,Furman,93,7.42108,109.301,101.88,68.586,0.0,0.0,0.0
2018,Gardner Webb,261,-8.62118,97.8426,106.464,67.6819,0.0,0.0,0.0
2018,George Mason,219,-5.15972,102.424,107.583,69.0072,0.0,0.0,0.0
2018,George Washington,194,-2.69404,103.751,106.445,65.7579,0.0,0.0,0.0
2018,Georgetown,99,6.94308,109.801,102.858,70.4309,0.0,0.0,0.0
2018,Georgia,64,11.9104,107.77,95.8592,64.3908,0.0,0.0,0.0
2018,Georgia Southern,150,1.76452,106.317,104.553,68.8109,0.0,0.0,0.0
2018,Georgia St.,96,7.20921,109.045,101.835,66.8969,0.0,0.0,0.0
2018,Georgia Tech,116,5.02521,103.961,98.9358,66.1029,0.0,0.0,0.0
2018,Gonzaga,8,24.7352,119.824,95.0891,68.9851,0.0,0.0,0.0
2018,Grambling St.,296,-11.8877,94.4781,106.366,72.2164,0.0,0.0,0.0
2018,Grand Canyon,112,5.4981,102.4,96.902,69.04,0.0,0.0,0.0
2018,Green Bay,271,-9.22594,99.8417,109.068,72.1954,0.0,0.0,0.0
2018,Hampton,246,-7.5593,101.717,109.277,71.6117,0.0,0.0,0.0
2018,Hartford,214,-4.80558,102.66,107.465,66.4118,0.0,0.0,0.0
2018,Harvard,144,2.13911,101.431,99.2919,65.4558,0.0,0.0,0.0
2018,Hawaii,196,-3.12592,99.5787,102.705,67.8091,0.0,0.0,0.0
2018,High Point,240,-6.65759,100.358,107.015,65.8417,0.0,0.0,0.0
2018,Hofstra,162,0.813677,111.27,110.456,68.8438,0.0,0.0,0.0
2018,Holy Cross,290,-11.472,97.7496,109.222,62.8523,0.0,0.0,0.0
2018,Houston,17,20.5396,115.787,95.2473,68.2176,0.0,0.0,0.0
2018,Houston Baptist,332,-17.6515,99.2215,116.873,73.4498,0.0,0.0,0.0
2018,Howard,335,-18.9624,99.697,118.659,69.8481,0.0,0.0,0.0
2018,Idaho,126,3.72472,109.523,105.799,65.5733,0.0,0.0,0.0
2018,Idaho St.,221,-5.46799,103.631,109.099,68.1327,0.0,0.0,0.0
2018,Illinois,103,6.58303,109.865,103.282,69.8781,0.0,0.0,0.0
2018,Illinois Chicago,202,-3.6584,100.88,104.539,71.9772,0.0,0.0,0.0
2018,Illinois St.,145,2.11818,105.791,103.673,68.8543,0.0,0.0,0.0
2018,Incarnate Word,342,-21.5818,93.7442,115.326,69.6264,0.0,0.0,0.0
2018,Indiana,78,10.3979,109.728,99.3296,66.5953,0.0,0.0,0.0
2018,Indiana St.,143,2.23522,104.772,102.537,69.9286,0.0,0.0,0.0
2018,Iona,134,2.87263,110.261,107.388,70.6965,0.0,0.0,0.0
2018,Iowa,90,7.92445,116.679,108.754,70.3231,0.0,0.0,0.0
2018,Iowa St.,104,6.56511,110.162,103.597,68.903,0.0,0.0,0.0
2018,IUPUI,287,-11.2209,98.2354,109.456,66.0769,0.0,0.0,0.0
2018,Jackson St.,337,-19.8194,89.6435,109.463,64.0611,0.0,0.0,0.0
2018,Jacksonville,320,-14.3559,94.3753,108.731,68.5735,0.0,0.0,0.0
2018,Jacksonville St.,149,1.81469,102.163,100.348,65.8717,0.0,0.0,0.0
2018,James Madison,236,-6.20158,101.513,107.715,67.8118,0.0,0.0,0.0
2018,Kansas,9,23.2388,120.933,97.6938,68.4279,0.0,0.0,0.0
2018,Kansas St.,44,14.7543,112.178,97.4236,65.5437,0.0,0.0,0.0
2018,Kennesaw St.,311,-12.8972,99.1498,112.047,68.5041,0.0,0.0,0.0
2018,Kent St.,213,-4.62772,102.398,107.026,68.6241,0.0,0.0,0.0
2018,Kentucky,18,20.4069,116.426,96.019,68.5818,0.0,0.0,0.0
2018,La Salle,158,1.05517,105.153,104.098,68.8817,0.0,0.0,0.0
2018,Lafayette,279,-10.319,102.094,112.413,68.2708,0.0,0.0,0.0
2018,Lamar,203,-3.66408,102.142,105.806,67.5922,0.0,0.0,0.0
2018,Lehigh,237,-6.23291,106.033,112.266,70.7583,0.0,0.0,0.0
2018,Liberty,180,-0.931358,104.811,105.743,63.2072,0.0,0.0,0.0
2018,Lipscomb,165,0.363623,103.793,103.43,74.8966,0.0,0.0,0.0
2018,Little Rock,294,-11.7383,94.2562,105.994,64.9731,0.0,0.0,0.0
2018,LIU Brooklyn,251,-7.80028,103.335,111.135,71.3779,0.0,0.0,0.0
2018,Long Beach St.,186,-2.2102,106.516,108.726,71.7448,0.0,0.0,0.0
2018,Longwood,340,-20.4927,89.8977,110.39,69.0407,0.0,0.0,0.0
2018,Louisiana Lafayette,66,11.3722,113.494,102.122,70.2958,0.0,0.0,0.0
2018,Louisiana Monroe,223,-5.50234,101.107,106.609,65.8847,0.0,0.0,0.0
2018,Louisiana Tech,155,1.20717,106.931,105.723,67.3459,0.0,0.0,0.0
2018,Louisville,33,16.5921,113.149,96.5566,69.6575,0.0,0.0,0.0
2018,Loyola Chicago,41,15.1402,111.331,96.1911,65.3221,0.0,0.0,0.0
2018,Loyola Marymount,222,-5.47849,107.878,113.356,66.9001,0.0,0.0,0.0
2018,Loyola MD,324,-14.7787,96.4726,111.251,68.3198,0.0,0.0,0.0
2018,LSU,61,12.4654,115.619,103.154,68.2442,0.0,0.0,0.0
2018,Maine,333,-17.6567,91.1206,108.777,71.3161,0.0,0.0,0.0
2018,Manhattan,216,-4.83938,99.6527,104.492,65.7365,0.0,0.0,0.0
2018,Marist,319,-14.3502,98.8544,113.205,69.6217,0.0,0.0,0.0
2018,Marquette,53,13.7406,119.326,105.585,69.057,0.0,0.0,0.0
2018,Marshall,114,5.38402,109.328,103.944,74.8308,0.0,0.0,0.0
2018,Maryland,46,14.6641,114.103,99.4389,66.2237,0.0,0.0,0.0
2018,Maryland Eastern Shore,349,-26.9646,91.0568,118.021,65.8346,0.0,0.0,0.0
2018,Massachusetts,207,-4.02731,106.751,110.778,66.3658,0.0,0.0,0.0
2018,McNeese St.,291,-11.5693,100.821,112.391,70.3873,0.0,0.0,0.0
2018,Memphis,161,0.952114,107.912,106.96,66.5042,0.0,0.0,0.0
2018,Mercer,148,1.85918,112.054,110.195,63.8558,0.0,0.0,0.0
2018,Miami FL,36,15.7103,113.309,97.5988,67.0632,0.0,0.0,0.0
2018,Miami OH,193,-2.59573,99.4139,102.01,66.6484,0.0,0.0,0.0
2018,Michigan,10,23.1909,115.9,92.7095,64.3592,0.0,0.0,0.0
2018,Michigan St.,6,26.3461,119.983,93.6364,67.1449,0.0,0.0,0.0
2018,Middle Tennessee,52,13.7784,110.444,96.6652,66.3307,0.0,0.0,0.0
2018,Milwaukee,205,-3.7461,100.165,103.911,65.6731,0.0,0.0,0.0
2018,Minnesota,118,4.99677,108.973,103.976,69.7864,0.0,0.0,0.0
2018,Mississippi,105,6.52741,111.487,104.959,70.0073,0.0,0.0,0.0
2018,Mississippi St.,62,12.3553,109.611,97.2553,67.6311,0.0,0.0,0.0
2018,Mississippi Valley St.,348,-24.4021,90.4705,114.873,69.3896,0.0,0.0,0.0
2018,Missouri,38,15.4717,113.275,97.803,65.6199,0.0,0.0,0.0
2018,Missouri St.,122,4.58991,108.516,103.926,65.4461,0.0,0.0,0.0
2018,Monmouth,181,-1.07324,103.927,105.0,69.9683,0.0,0.0,0.0
2018,Montana,71,10.8304,110.144,99.3132,67.9708,0.0,0.0,0.0
2018,Montana St.,268,-9.13325,102.464,111.597,69.6265,0.0,0.0,0.0
2018,Morehead St.,276,-10.0812,99.3027,109.384,68.4778,0.0,0.0,0.0
2018,Morgan St.,323,-14.702,96.6573,111.359,68.8212,0.0,0.0,0.0
2018,Mount St. Mary's,231,-6.07469,104.158,110.233,64.6683,0.0,0.0,0.0
2018,Murray St.,59,12.6951,113.139,100.444,67.3002,0.0,0.0,0.0
2018,Navy,229,-5.76166,98.9341,104.696,65.361,0.0,0.0,0.0
2018,Nebraska,57,13.4297,110.965,97.535,67.513,0.0,0.0,0.0
2018,Nebraska Omaha,277,-10.2575,104.607,114.865,69.7995,0.0,0.0,0.0
2018,Nevada,24,18.1814,119.901,101.72,69.4886,0.0,0.0,0.0
2018,New Hampshire,283,-10.5592,98.3927,108.952,65.3684,0.0,0.0,0.0
2018,New Mexico,102,6.65739,113.687,107.029,71.2869,0.0,0.0,0.0
2018,New Mexico St.,55,13.5573,108.457,94.9001,68.2276,0.0,0.0,0.0
2018,New Orleans,270,-9.20862,98.2369,107.446,66.223,0.0,0.0,0.0
2018,Niagara,199,-3.52611,110.586,114.112,73.3076,0.0,0.0,0.0
2018,Nicholls St.,183,-1.60384,103.593,105.197,73.4761,0.0,0.0,0.0
2018,NJIT,254,-8.03894,98.8573,106.896,66.9084,0.0,0.0,0.0
2018,Norfolk St.,313,-13.0369,95.7339,108.771,68.959,0.0,0.0,0.0
2018,North Carolina,7,25.0348,121.959,96.9241,70.9501,0.0,0.0,0.0
2018,North Carolina A&T,304,-12.4728,98.7732,111.246,69.3382,0.0,0.0,0.0
2018,North Carolina Central,309,-12.7366,98.1525,110.889,64.9456,0.0,0.0,0.0
2018,North Carolina St.,42,15.1323,116.426,101.294,71.3548,0.0,0.0,0.0
2018,North Dakota,234,-6.15738,103.429,109.586,71.4336,0.0,0.0,0.0
2018,North Dakota St.,169,-0.0250039,105.605,105.63,66.4453,0.0,0.0,0.0
2018,North Florida,284,-10.7085,107.929,118.638,73.5582,0.0,0.0,0.0
2018,North Texas,185,-2.11067,103.261,105.372,66.2923,0.0,0.0,0.0
2018,Northeastern,97,7.17547,107.928,100.752,66.9742,0.0,0.0,0.0
2018,Northern Arizona,326,-15.7112,93.8653,109.576,68.6079,0.0,0.0,0.0
2018,Northern Colorado,108,6.12837,107.414,101.286,71.2362,0.0,0.0,0.0
2018,Northern Illinois,255,-8.04564,103.512,111.558,67.0223,0.0,0.0,0.0
2018,Northern Iowa,123,4.27234,103.326,99.0539,62.6277,0.0,0.0,0.0
2018,Northern Kentucky,95,7.30441,108.17,100.865,68.5285,0.0,0.0,0.0
2018,Northwestern,87,8.2695,109.271,101.001,63.8417,0.0,0.0,0.0
2018,Northwestern St.,345,-22.3565,88.6314,110.988,68.7974,0.0,0.0,0.0
2018,Notre Dame,31,16.8168,116.105,99.2884,65.041,0.0,0.0,0.0
2018,Oakland,178,-0.757198,107.349,108.106,70.2619,0.0,0.0,0.0
2018,Ohio,195,-3.0839,100.799,103.883,71.2564,0.0,0.0,0.0
2018,Ohio St.,15,21.1094,116.15,95.0408,66.3996,0.0,0.0,0.0
2018,Oklahoma,47,14.419,115.128,100.709,75.8225,0.0,0.0,0.0
2018,Oklahoma St.,56,13.479,112.144,98.665,68.4698,0.0,0.0,0.0
2018,Old Dominion,68,11.3267,108.709,97.3821,64.4272,0.0,0.0,0.0
2018,Oral Roberts,230,-5.91252,106.436,112.348,65.2579,0.0,0.0,0.0
2018,Oregon,76,10.5677,110.876,100.308,66.7027,0.0,0.0,0.0
2018,Oregon St.,94,7.3766,108.83,101.453,65.5074,0.0,0.0,0.0
2018,Pacific,166,0.244182,107.255,107.011,66.2742,0.0,0.0,0.0
2018,Penn,127,3.69539,103.553,99.8577,68.8538,0.0,0.0,0.0
2018,Penn St.,29,17.1028,113.059,95.9558,67.5578,0.0,0.0,0.0
2018,Pepperdine,263,-8.84444,105.737,114.581,67.5211,0.0,0.0,0.0
2018,Pittsburgh,226,-5.60346,99.245,104.848,65.0871,0.0,0.0,0.0
2018,Portland,266,-8.95725,99.6831,108.64,67.0932,0.0,0.0,0.0
2018,Portland St.,164,0.751449,108.635,107.884,74.7532,0.0,0.0,0.0
2018,Prairie View A&M,272,-9.40984,101.561,110.971,70.7987,0.0,0.0,0.0
2018,Presbyterian,334,-17.7905,98.1256,115.916,63.3312,0.0,0.0,0.0
2018,Princeton,191,-2.45082,105.663,108.114,64.4662,0.0,0.0,0.0
2018,Providence,63,11.9189,108.926,97.0075,67.0963,0.0,0.0,0.0
2018,Purdue,5,26.6663,123.248,96.5818,67.2291,0.0,0.0,0.0
2018,Quinnipiac,278,-10.2942,102.156,112.45,66.4787,0.0,0.0,0.0
2018,Radford,170,-0.0477779,103.581,103.629,62.7351,0.0,0.0,0.0
2018,Rhode Island,49,14.3818,111.71,97.328,68.6547,0.0,0.0,0.0
2018,Rice,295,-11.8816,98.9816,110.863,67.487,0.0,0.0,0.0
2018,Richmond,179,-0.797251,107.65,108.447,67.912,0.0,0.0,0.0
2018,Rider,139,2.50668,109.349,106.842,73.5617,0.0,0.0,0.0
2018,Robert Morris,244,-7.45463,95.2299,102.685,69.2486,0.0,0.0,0.0
2018,Rutgers,133,2.9428,99.4501,96.5073,65.9633,0.0,0.0,0.0
2018,Sacramento St.,282,-10.469,100.156,110.625,65.5344,0.0,0.0,0.0
2018,Sacred Heart,303,-12.317,96.4538,108.771,68.3181,0.0,0.0,0.0
2018,St. Joseph's,117,5.01631,105.763,100.747,70.4744,0.0,0.0,0.0
2018,St. Louis,146,2.1174,102.425,100.308,64.0742,0.0,0.0,0.0
2018,St. Mary's,28,17.158,119.828,102.67,63.7541,0.0,0.0,0.0
2018,St. Peter's,215,-4.82757,95.946,100.774,62.5653,0.0,0.0,0.0
2018,Sam Houston St.,212,-4.52845,102.129,106.658,66.634,0.0,0.0,0.0
2018,Samford,297,-11.9356,108.13,120.065,71.1956,0.0,0.0,0.0
2018,San Diego,124,3.96095,104.017,100.056,66.8296,0.0,0.0,0.0
2018,San Diego St.,50,14.1504,111.286,97.1358,68.6523,0.0,0.0,0.0
2018,San Francisco,142,2.2469,103.139,100.892,66.5341,0.0,0.0,0.0
2018,San Jose St.,298,-12.0379,95.8941,107.932,67.017,0.0,0.0,0.0
2018,Santa Clara,273,-9.71982,99.8354,109.555,64.6148,0.0,0.0,0.0
2018,Savannah St.,316,-13.4122,101.283,114.695,82.2412,0.0,0.0,0.0
2018,Seattle,189,-2.32371,104.36,106.684,67.2898,0.0,0.0,0.0
2018,Seton Hall,26,17.3352,116.335,98.9994,69.3438,0.0,0.0,0.0
2018,Siena,301,-12.2354,96.812,109.047,65.6261,0.0,0.0,0.0
2018,SIU Edwardsville,318,-13.6681,99.7913,113.459,69.1599,0.0,0.0,0.0
2018,SMU,85,8.78044,109.895,101.114,64.2428,0.0,0.0,0.0
2018,South Alabama,220,-5.30526,97.2027,102.508,70.2931,0.0,0.0,0.0
2018,South Carolina,81,9.98552,105.826,95.8409,68.6274,0.0,0.0,0.0
2018,South Carolina St.,343,-21.7421,97.1576,118.9,70.428,0.0,0.0,0.0
2018,South Dakota,67,11.3572,110.133,98.7753,70.3376,0.0,0.0,0.0
2018,South Dakota St.,75,10.5907,114.629,104.038,70.2629,0.0,0.0,0.0
2018,South Florida,280,-10.4093,99.1473,109.557,64.5035,0.0,0.0,0.0
2018,Southeast Missouri St.,256,-8.13956,108.692,116.831,69.1715,0.0,0.0,0.0
2018,Southeastern Louisiana,190,-2.41981,103.383,105.803,65.622,0.0,0.0,0.0
2018,Southern,327,-15.7227,94.4361,110.159,67.9029,0.0,0.0,0.0
2018,Southern Illinois,137,2.66309,106.375,103.712,66.555,0.0,0.0,0.0
2018,Southern Miss,217,-4.88853,105.745,110.633,65.408,0.0,0.0,0.0
2018,Southern Utah,245,-7.46851,102.71,110.178,71.7063,0.0,0.0,0.0
2018,St. Bonaventure,69,11.1954,112.288,101.093,69.2408,0.0,0.0,0.0
2018,St. Francis NY,310,-12.8175,99.0672,111.885,69.2043,0.0,0.0,0.0
2018,St. Francis PA,204,-3.70886,107.492,111.2,68.0926,0.0,0.0,0.0
2018,St. John's,80,10.0876,106.673,96.5856,69.2813,0.0,0.0,0.0
2018,Stanford,84,8.79546,108.482,99.6862,70.3617,0.0,0.0,0.0
2018,Stephen F. Austin,111,5.56289,104.983,99.4206,71.1416,0.0,0.0,0.0
2018,Stetson,314,-13.3378,98.8042,112.142,69.7459,0.0,0.0,0.0
2018,Stony Brook,224,-5.52705,96.9809,102.508,68.3283,0.0,0.0,0.0
2018,Syracuse,54,13.5929,107.705,94.1122,63.3993,0.0,0.0,0.0
2018,TCU,22,18.9201,120.625,101.705,68.7039,0.0,0.0,0.0
2018,Temple,86,8.28745,109.061,100.774,67.577,0.0,0.0,0.0
2018,Tennessee,11,22.1486,114.839,92.6901,66.1739,0.0,0.0,0.0
2018,Tennessee Martin,293,-11.7312,95.7963,107.528,66.0845,0.0,0.0,0.0
2018,Tennessee St.,198,-3.36716,97.8314,101.199,65.5805,0.0,0.0,0.0
2018,Tennessee Tech,218,-5.13773,98.8518,103.99,70.8651,0.0,0.0,0.0
2018,Texas,39,15.4577,109.372,93.914,65.2086,0.0,0.0,0.0
2018,Texas A&M,30,16.9086,111.204,94.2949,69.0256,0.0,0.0,0.0
2018,Texas A&M Corpus Chris,312,-12.9309,94.8618,107.793,68.1854,0.0,0.0,0.0
2018,Texas Southern,249,-7.659,105.281,112.94,71.5742,0.0,0.0,0.0
2018,Texas St.,228,-5.68248,100.13,105.812,62.6584,0.0,0.0,0.0
2018,Texas Tech,12,21.9424,114.03,92.0873,66.5709,0.0,0.0,0.0
2018,The Citadel,315,-13.3963,101.9,115.296,77.2216,0.0,0.0,0.0
2018,Toledo,119,4.94139,114.058,109.116,68.4196,0.0,0.0,0.0
2018,Towson,160,1.01812,106.141,105.123,67.8854,0.0,0.0,0.0
2018,Troy,176,-0.383728,106.447,106.831,68.2435,0.0,0.0,0.0
2018,Tulane,167,0.176511,107.196,107.02,68.9416,0.0,0.0,0.0
2018,Tulsa,107,6.17519,108.591,102.415,67.2034,0.0,0.0,0.0
2018,UAB,113,5.47313,109.533,104.06,67.6314,0.0,0.0,0.0
2018,UC Davis,128,3.60124,104.729,101.128,66.4714,0.0,0.0,0.0
2018,UC Irvine,140,2.49581,100.538,98.0426,66.8883,0.0,0.0,0.0
2018,UC Riverside,262,-8.79527,94.9477,103.743,68.1986,0.0,0.0,0.0
2018,UC Santa Barbara,121,4.68981,111.909,107.219,66.6292,0.0,0.0,0.0
2018,Central Florida,109,5.79997,99.2351,93.4351,64.3928,0.0,0.0,0.0
2018,UCLA,48,14.3834,116.447,102.063,70.5038,0.0,0.0,0.0
2018,UMass Lowell,288,-11.3048,103.71,115.015,71.5977,0.0,0.0,0.0
2018,UMBC,184,-1.9086,103.389,105.297,68.1857,0.0,0.0,0.0
2018,UMKC,275,-10.0303,98.7816,108.812,69.2603,0.0,0.0,0.0
2018,North Carolina Asheville,192,-2.52093,105.756,108.277,69.099,0.0,0.0,0.0
2018,North Carolina Greensboro,82,9.0562,105.672,96.6156,64.9776,0.0,0.0,0.0
2018,North Carolina Wilmington,247,-7.58211,104.544,112.126,71.9462,0.0,0.0,0.0
2018,UNLV,106,6.51797,111.747,105.229,72.3123,0.0,0.0,0.0
2018,Southern California,40,15.2876,115.387,100.1,67.4871,0.0,0.0,0.0
2018,Southern California Upstate,338,-19.8616,105.451,125.313,69.0016,0.0,0.0,0.0
2018,UT Arlington,131,3.42601,105.842,102.416,72.7842,0.0,0.0,0.0
2018,UT Rio Grande Valley,259,-8.35716,99.5267,107.884,73.7538,0.0,0.0,0.0
2018,Utah,65,11.8784,111.869,99.9904,65.6072,0.0,0.0,0.0
2018,Utah St.,136,2.66336,107.554,104.89,66.783,0.0,0.0,0.0
2018,Utah Valley,91,7.91965,111.038,103.119,67.6845,0.0,0.0,0.0
2018,UTEP,243,-7.20619,97.9258,105.132,67.6466,0.0,0.0,0.0
2018,UTSA,175,-0.312599,105.326,105.638,71.5898,0.0,0.0,0.0
2018,Valparaiso,151,1.62834,103.229,101.6,69.6476,0.0,0.0,0.0
2018,Vanderbilt,88,8.07789,115.597,107.519,65.7884,0.0,0.0,0.0
2018,VCU,141,2.30681,106.408,104.101,70.8503,0.0,0.0,0.0
2018,Vermont,72,10.7557,114.117,103.361,63.7873,0.0,0.0,0.0
2018,Villanova,2,31.4091,127.384,95.9749,68.277,0.0,0.0,0.0
